p,q,n,scoring_method,eMaxHammingScore,fold
0.7,0.2,10000,Hamming,36.93,10
0.8,0.2,10000,Hamming,32.15,10
0.9,0.2,10000,Hamming,27.29,10
1,0.2,10000,Hamming,17,10
0.5,0.30000000000000004,10000,Hamming,41.41,10
0.6,0.30000000000000004,10000,Hamming,38.44,10
0.7,0.30000000000000004,10000,Hamming,35.85,10
0.8,0.30000000000000004,10000,Hamming,33.19,10
0.9,0.30000000000000004,10000,Hamming,29.63,10
1,0.30000000000000004,10000,Hamming,23,10
0.5,0.4,10000,Hamming,37.04,10
0.6,0.4,10000,Hamming,36.02,10
0.7,0.4,10000,Hamming,34.34,10
0.8,0.4,10000,Hamming,33.28,10
0.9,0.4,10000,Hamming,31.4,10
1,0.4,10000,Hamming,29,10
0.5,0.5,10000,Hamming,35.01,10
0.6,0.5,10000,Hamming,34.94,10
0.7,0.5,10000,Hamming,34.9,10
0.8,0.5,10000,Hamming,34.56,10
0.9,0.5,10000,Hamming,35.43,10
1,0.5,10000,Hamming,34,10
0.5,0.6000000000000001,10000,Hamming,37.13,10
0.6,0.6000000000000001,10000,Hamming,38.45,10
0.7,0.6000000000000001,10000,Hamming,38.95,10
0.8,0.6000000000000001,10000,Hamming,39.77,10
0.9,0.6000000000000001,10000,Hamming,40.38,10
1,0.6000000000000001,10000,Hamming,42,10
0.5,0.7000000000000001,10000,Hamming,40.95,10
0.6,0.7000000000000001,10000,Hamming,42.84,10
0.7,0.7000000000000001,10000,Hamming,44.61,10
0.8,0.7000000000000001,10000,Hamming,45.78,10
0.9,0.7000000000000001,10000,Hamming,47.2,10
1,0.7000000000000001,10000,Hamming,47,10
0.5,0.8,10000,Hamming,44.36,10
0.6,0.8,10000,Hamming,47,10
0.7,0.8,10000,Hamming,50.29,10
0.8,0.8,10000,Hamming,52.37,10
0.9,0.8,10000,Hamming,53.96,10
1,0.8,10000,Hamming,54,10
0.5,0.9,10000,Hamming,46.82,10
0.6,0.9,10000,Hamming,51.69,10
0.7,0.9,10000,Hamming,54.92,10
0.8,0.9,10000,Hamming,57.87,10
0.9,0.9,10000,Hamming,59.85,10
1,0.9,10000,Hamming,61,10
0.5,1,10000,Hamming,45.43,10
0.6,1,10000,Hamming,51.51,10
0.7,1,10000,Hamming,55.18,10
0.8,1,10000,Hamming,59.65,10
0.9,1,10000,Hamming,61.67,10
1,1,10000,Hamming,63,10
0.5,0,100000,Hamming,50.5,10
0.6,0,100000,Hamming,45.82,10
0.7,0,100000,Hamming,41.84,10
0.8,0,100000,Hamming,37.8,10
0.9,0,100000,Hamming,31.68,10
1,0,100000,Hamming,0,10
0.5,0.1,100000,Hamming,52.18,10
0.6,0.1,100000,Hamming,48.21,10
0.7,0.1,100000,Hamming,45.06,10
0.8,0.1,100000,Hamming,40.17,10
0.9,0.1,100000,Hamming,35.35,10
1,0.1,100000,Hamming,12,10
0.5,0.2,100000,Hamming,48.82,10
0.6,0.2,100000,Hamming,46.41,10
0.7,0.2,100000,Hamming,43.57,10
0.8,0.2,100000,Hamming,40.4,10
0.9,0.2,100000,Hamming,35.91,10
1,0.2,100000,Hamming,18,10
0.5,0.30000000000000004,100000,Hamming,44.09,10
0.6,0.30000000000000004,100000,Hamming,43.05,10
0.7,0.30000000000000004,100000,Hamming,40.96,10
0.8,0.30000000000000004,100000,Hamming,38.56,10
0.9,0.30000000000000004,100000,Hamming,36.21,10
1,0.30000000000000004,100000,Hamming,24,10
0.5,0.4,100000,Hamming,40.01,10
0.6,0.4,100000,Hamming,39.15,10
0.7,0.4,100000,Hamming,38.16,10
0.8,0.4,100000,Hamming,36.72,10
0.9,0.4,100000,Hamming,35.3,10
1,0.4,100000,Hamming,30,10
0.5,0.5,100000,Hamming,37.01,10
0.6,0.5,100000,Hamming,37.09,10
0.7,0.5,100000,Hamming,36.91,10
0.8,0.5,100000,Hamming,36.88,10
0.9,0.5,100000,Hamming,36.51,10
1,0.5,100000,Hamming,37,10
0.5,0.6000000000000001,100000,Hamming,39.93,10
0.6,0.6000000000000001,100000,Hamming,40.77,10
0.7,0.6000000000000001,100000,Hamming,41.4,10
0.8,0.6000000000000001,100000,Hamming,41.97,10
0.9,0.6000000000000001,100000,Hamming,46.36,10
1,0.6000000000000001,100000,Hamming,43,10
0.5,0.7000000000000001,100000,Hamming,44.44,10
0.6,0.7000000000000001,100000,Hamming,46.09,10
0.7,0.7000000000000001,100000,Hamming,47.76,10
0.8,0.7000000000000001,100000,Hamming,49.18,10
0.9,0.7000000000000001,100000,Hamming,48.75,10
1,0.7000000000000001,100000,Hamming,50,10
0.5,0.8,100000,Hamming,48.5,10
0.6,0.8,100000,Hamming,50.89,10
0.7,0.8,100000,Hamming,52.41,10
0.8,0.8,100000,Hamming,54.25,10
0.9,0.8,100000,Hamming,55.3,10
1,0.8,100000,Hamming,56,10
0.5,0.9,100000,Hamming,51.51,10
0.6,0.9,100000,Hamming,54.6,10
0.7,0.9,100000,Hamming,57.35,10
0.8,0.9,100000,Hamming,59.45,10
0.9,0.9,100000,Hamming,61.14,10
1,0.9,100000,Hamming,62,10
0.5,1,100000,Hamming,51.36,10
0.6,1,100000,Hamming,54.87,10
0.7,1,100000,Hamming,57.48,10
0.8,1,100000,Hamming,60.14,10
0.9,1,100000,Hamming,62.08,10
1,1,100000,Hamming,63,10
